Algorithm,Parameters,Validation_MMD
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.0625)}",0.30138
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.1583333333333332)}",0.30395
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.2541666666666667)}",0.30800
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.3499999999999999)}",0.30684
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.445833333333333)}",0.30321
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.5416666666666665)}",0.30670
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.6375)}",0.30720
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.7333333333333332)}",0.30720
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.8291666666666664)}",0.30720
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(1.9249999999999998)}",0.30720
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(2.0208333333333335)}",0.30511
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(2.1166666666666667)}",0.30511
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(2.2125)}",0.30460
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(2.3083333333333336)}",0.30460
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(2.404166666666667)}",0.30460
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.008762500000000001), 'kde_bandwidth': np.float64(2.5)}",0.30409
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.2)}",0.30449
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.29583333333333334)}",0.30290
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.39166666666666666)}",0.30103
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.4875)}",0.30434
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.5833333333333333)}",0.30427
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.6791666666666667)}",0.30332
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.7749999999999999)}",0.30343
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.8708333333333333)}",0.30343
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(0.9666666666666666)}",0.30341
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.0625)}",0.30368
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.1583333333333332)}",0.30626
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.2541666666666667)}",0.30614
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.3499999999999999)}",0.30179
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.445833333333333)}",0.30044
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.5416666666666665)}",0.29916
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.6375)}",0.30022
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.7333333333333332)}",0.30798
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.8291666666666664)}",0.30584
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(1.9249999999999998)}",0.30657
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(2.0208333333333335)}",0.30208
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(2.1166666666666667)}",0.30208
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(2.2125)}",0.30208
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(2.3083333333333336)}",0.30736
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(2.404166666666667)}",0.30736
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.009175), 'kde_bandwidth': np.float64(2.5)}",0.30736
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.2)}",0.30231
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.29583333333333334)}",0.30272
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.39166666666666666)}",0.30692
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.4875)}",0.30708
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.5833333333333333)}",0.30480
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.6791666666666667)}",0.30902
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.7749999999999999)}",0.30797
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.8708333333333333)}",0.30797
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(0.9666666666666666)}",0.30751
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.0625)}",0.30779
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.1583333333333332)}",0.30416
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.2541666666666667)}",0.30718
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.3499999999999999)}",0.30718
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.445833333333333)}",0.30633
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.5416666666666665)}",0.30125
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.6375)}",0.30310
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.7333333333333332)}",0.30494
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.8291666666666664)}",0.30494
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(1.9249999999999998)}",0.30494
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(2.0208333333333335)}",0.30506
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(2.1166666666666667)}",0.30206
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(2.2125)}",0.30206
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(2.3083333333333336)}",0.30206
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(2.404166666666667)}",0.30206
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.0095875), 'kde_bandwidth': np.float64(2.5)}",0.30466
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.2)}",0.30375
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.29583333333333334)}",0.30611
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.39166666666666666)}",0.30097
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.4875)}",0.30072
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.5833333333333333)}",0.30594
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.6791666666666667)}",0.30486
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.7749999999999999)}",0.30705
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.8708333333333333)}",0.31002
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(0.9666666666666666)}",0.31002
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.0625)}",0.30663
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.1583333333333332)}",0.30361
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.2541666666666667)}",0.30494
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.3499999999999999)}",0.30479
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.445833333333333)}",0.29885
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.5416666666666665)}",0.30623
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.6375)}",0.30695
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.7333333333333332)}",0.30695
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.8291666666666664)}",0.30695
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(1.9249999999999998)}",0.30695
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(2.0208333333333335)}",0.30461
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(2.1166666666666667)}",0.30507
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(2.2125)}",0.30507
wfr_bdl,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'dt': np.float64(0.01), 'kde_bandwidth': np.float64(2.3083333333333336)}",0.30507
